   9809     AichiSR  BL5S1
 200911-Y2O3-1   20.09.11 09:12 - 20.09.11 09:13
                                                                                 
 Ring :   1.2 GeV   301.8 mA -  301.4 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle=  6.67855 deg
 BL5S1    Transmission ( 2)   Repetition=  1     Points= 3783
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1       16740.16  18140.16        0.37       0.01      3785
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  5552.300  9521.500  8214.200
   6.71964   6.71978    0.0143  21945648  10707779  50672386
   6.71950   6.71964    0.0143  21908548  10696079  50612486
   6.71936   6.71949    0.0143  21924048  10700979  50645186
   6.71922   6.71935    0.0143  21939648  10705479  50674686
   6.71908   6.71922    0.0143  21907248  10693679  50626386
   6.71894   6.71908    0.0143  21898248  10689679  50591986
   6.71881   6.71894    0.0143  21864448  10669379  50511786
   6.71867   6.71880    0.0143  21864148  10671179  50516786
   6.71853   6.71867    0.0143  21840548  10660079  50462486
   6.71839   6.71853    0.0143  21856648  10669079  50518886
   6.71825   6.71839    0.0143  21837348  10662779  50480186
   6.71811   6.71826    0.0143  21811048  10648879  50419486
   6.71797   6.71813    0.0143  21818948  10646779  50420886
   6.71783   6.71800    0.0143  21785948  10637279  50366986
   6.71769   6.71786    0.0143  21810048  10650479  50434286
   6.71756   6.71773    0.0143  21782948  10638079  50377286
   6.71742   6.71759    0.0143  21813048  10650779  50427086
   6.71728   6.71746    0.0143  21779148  10636779  50382986
   6.71714   6.71733    0.0143  21790148  10645279  50414886
   6.71700   6.71719    0.0143  21829848  10657979  50470586
   6.71686   6.71705    0.0143  21824448  10659579  50482786
   6.71672   6.71692    0.0143  21858648  10677279  50565386
   6.71658   6.71678    0.0143  21852448  10671979  50549486
   6.71644   6.71664    0.0143  21882748  10686179  50620586
   6.71631   6.71650    0.0143  21854348  10674679  50565486
   6.71617   6.71636    0.0143  21873848  10683279  50596886
   6.71603   6.71622    0.0143  21883348  10687279  50631786
   6.71589   6.71608    0.0143  21889948  10691779  50648686
   6.71575   6.71594    0.0143  21885848  10692879  50671786
   6.71561   6.71580    0.0143  21863948  10680879  50612586
   6.71547   6.71565    0.0143  21889648  10690479  50653986
   6.71533   6.71551    0.0143  21846848  10672579  50569186
   6.71519   6.71537    0.0143  21891348  10695879  50692286
   6.71506   6.71522    0.0143  21887848  10693679  50687286
   6.71492   6.71507    0.0143  21878248  10689379  50659986
   6.71478   6.71493    0.0143  21862948  10680379  50611386
   6.71464   6.71478    0.0143  21845748  10674579  50605986
   6.71450   6.71463    0.0143  21854248  10680579  50624586
   6.71436   6.71448    0.0143  21847448  10675979  50610386
   6.71422   6.71434    0.0143  21875348  10688979  50668086
   6.71408   6.71419    0.0143  21844348  10675279  50604786
   6.71394   6.71405    0.0143  21837248  10674079  50612986
   6.71381   6.71391    0.0143  21813148  10660179  50533486
   6.71367   6.71377    0.0143  21813948  10661079  50549986
   6.71353   6.71363    0.0143  21832248  10668079  50586686
   6.71339   6.71349    0.0143  21796248  10653779  50536586
   6.71325   6.71335    0.0143  21827348  10667079  50592286
   6.71311   6.71321    0.0143  21783748  10647679  50494386
   6.71297   6.71308    0.0143  21788448  10649879  50506786
   6.71283   6.71294    0.0143  21766948  10638479  50450986
   6.71269   6.71281    0.0143  21777248  10644679  50493786
   6.71256   6.71267    0.0143  21762948  10637879  50448186
   6.71242   6.71254    0.0143  21753248  10634379  50435086
   6.71228   6.71241    0.0143  21762648  10637079  50453686
   6.71214   6.71228    0.0143  21714948  10614479  50353286
   6.71200   6.71215    0.0143  21743548  10628179  50418386
   6.71186   6.71202    0.0143  21718048  10617079  50362586
   6.71172   6.71189    0.0143  21735648  10625779  50410186
   6.71158   6.71176    0.0143  21707748  10612279  50359186
   6.71144   6.71162    0.0143  21684948  10604579  50312386
   6.71131   6.71149    0.0143  21699648  10609479  50348786
   6.71117   6.71136    0.0143  21673048  10597779  50289986
   6.71103   6.71123    0.0143  21693448  10606879  50343186
   6.71089   6.71109    0.0143  21665548  10594379  50287786
   6.71075   6.71095    0.0143  21661948  10597279  50284686
   6.71061   6.71081    0.0143  21621448  10574379  50183586
   6.71047   6.71067    0.0143  21637948  10579879  50216086
   6.71033   6.71053    0.0143  21616248  10575179  50184786
   6.71019   6.71039    0.0143  21615648  10571479  50177686
   6.71006   6.71024    0.0143  21605248  10570879  50176486
   6.70992   6.71010    0.0143  21579548  10554379  50104786
   6.70978   6.70995    0.0143  21575648  10554879  50105286
   6.70964   6.70981    0.0143  21548048  10538179  50023086
   6.70950   6.70966    0.0143  21546548  10542679  50051386
   6.70936   6.70952    0.0143  21534248  10535879  50020286
   6.70922   6.70938    0.0143  21532348  10536079  50019486
   6.70908   6.70924    0.0143  21535248  10532779  50011486
   6.70894   6.70910    0.0143  21499948  10521879  49961586
   6.70881   6.70896    0.0143  21511848  10523279  49970186
   6.70867   6.70882    0.0143  21487148  10515379  49927186
   6.70853   6.70869    0.0143  21520848  10531879  50014186
   6.70839   6.70855    0.0143  21501248  10521079  49954486
   6.70825   6.70841    0.0143  21537248  10540879  50064886
   6.70811   6.70828    0.0143  21536548  10539979  50053786
   6.70797   6.70814    0.0143  21548448  10544079  50072586
   6.70783   6.70801    0.0143  21558548  10552179  50118286
   6.70769   6.70788    0.0143  21545248  10548179  50101686
   6.70756   6.70774    0.0143  21574648  10559479  50154686
   6.70742   6.70761    0.0143  21552348  10548679  50102186
   6.70728   6.70747    0.0143  21586048  10566479  50201986
   6.70714   6.70734    0.0143  21573848  10561279  50168386
   6.70700   6.70720    0.0143  21569148  10557379  50159786
   6.70686   6.70706    0.0143  21570948  10556579  50158286
   6.70672   6.70692    0.0143  21557948  10551179  50126886
   6.70658   6.70678    0.0143  21582848  10563779  50201686
   6.70644   6.70664    0.0143  21559648  10554679  50171686
   6.70631   6.70650    0.0143  21590548  10569579  50219986
   6.70617   6.70636    0.0143  21554548  10550279  50151186
   6.70603   6.70622    0.0143  21557348  10555979  50155686
   6.70589   6.70608    0.0143  21548748  10548679  50137986
   6.70575   6.70594    0.0143  21553148  10553279  50151586
   6.70561   6.70580    0.0143  21565648  10557879  50183886
   6.70547   6.70565    0.0143  21535248  10546979  50126386
   6.70533   6.70550    0.0143  21545948  10551079  50153986
   6.70519   6.70536    0.0143  21508648  10532579  50072986
   6.70506   6.70521    0.0143  21521148  10537979  50096886
   6.70492   6.70506    0.0143  21516548  10536079  50088686
   6.70478   6.70491    0.0143  21521648  10539179  50120986
   6.70464   6.70477    0.0143  21509748  10531779  50093086
   6.70450   6.70462    0.0143  21487148  10520979  50036386
   6.70436   6.70447    0.0143  21483748  10523679  50043186
   6.70422   6.70433    0.0143  21442348  10502879  49947586
   6.70408   6.70418    0.0143  21476648  10517079  50015086
   6.70394   6.70403    0.0143  21442948  10502779  49956986
   6.70381   6.70389    0.0143  21464948  10513979  50008686
   6.70367   6.70375    0.0143  21424148  10492779  49915586
   6.70353   6.70361    0.0143  21416148  10488279  49888586
   6.70339   6.70347    0.0143  21408848  10488979  49898986
   6.70325   6.70333    0.0143  21390848  10479179  49846886
   6.70311   6.70319    0.0143  21398548  10482579  49862986
   6.70297   6.70305    0.0143  21387448  10475179  49834386
   6.70283   6.70292    0.0143  21380948  10475779  49845286
   6.70269   6.70278    0.0143  21349248  10459879  49751286
   6.70256   6.70265    0.0143  21342348  10459879  49761586
   6.70242   6.70251    0.0143  21346048  10459679  49766786
   6.70228   6.70238    0.0143  21316048  10443879  49705486
   6.70214   6.70225    0.0143  21328848  10448279  49726086
   6.70200   6.70212    0.0143  21291148  10430579  49630186
   6.70186   6.70199    0.0143  21302848  10439379  49664486
   6.70172   6.70186    0.0143  21265748  10421279  49591086
   6.70158   6.70172    0.0143  21273948  10424779  49616086
   6.70144   6.70159    0.0143  21240548  10409379  49537886
   6.70131   6.70146    0.0143  21220548  10397179  49485086
   6.70117   6.70132    0.0143  21211248  10395479  49484686
   6.70103   6.70119    0.0143  21198948  10387479  49445886
   6.70089   6.70105    0.0143  21191948  10381679  49409686
   6.70075   6.70091    0.0143  21154548  10367779  49343986
   6.70061   6.70077    0.0143  21162448  10373379  49370886
   6.70047   6.70063    0.0143  21121048  10350679  49276186
   6.70033   6.70048    0.0143  21098148  10345779  49253286
   6.70019   6.70034    0.0143  21116448  10350679  49281586
   6.70006   6.70019    0.0143  21102148  10344879  49259186
   6.69992   6.70005    0.0143  21104348  10345079  49266186
   6.69978   6.69990    0.0143  21070848  10328979  49198886
   6.69964   6.69976    0.0143  21109848  10347579  49264286
   6.69950   6.69962    0.0143  21070148  10331579  49215286
   6.69936   6.69948    0.0143  21117848  10350479  49302086
   6.69922   6.69934    0.0143  21119448  10353379  49315686
   6.69908   6.69920    0.0143  21132348  10360179  49343986
   6.69894   6.69906    0.0143  21124348  10353279  49310986
   6.69881   6.69892    0.0143  21129648  10356079  49326386
   6.69867   6.69878    0.0143  21140548  10363679  49378086
   6.69853   6.69865    0.0143  21114048  10349879  49322286
   6.69839   6.69851    0.0143  21141148  10367779  49398486
   6.69825   6.69837    0.0143  21133448  10360779  49358986
   6.69811   6.69824    0.0143  21119248  10357379  49353786
   6.69797   6.69810    0.0143  21129148  10358079  49358786
   6.69783   6.69797    0.0143  21129548  10358479  49365486
   6.69769   6.69784    0.0143  21145348  10368379  49392686
   6.69756   6.69770    0.0143  21119348  10352879  49342086
   6.69742   6.69757    0.0143  21143348  10369179  49406786
   6.69728   6.69743    0.0143  21116948  10356279  49356086
   6.69714   6.69730    0.0143  21129148  10360879  49374486
   6.69700   6.69716    0.0143  21113148  10353779  49350486
   6.69686   6.69703    0.0143  21126348  10363879  49397986
   6.69672   6.69689    0.0143  21127348  10359779  49394886
   6.69658   6.69675    0.0143  21125948  10358879  49385886
   6.69644   6.69661    0.0143  21124748  10361579  49391786
   6.69631   6.69647    0.0143  21107348  10351579  49361286
   6.69617   6.69633    0.0143  21111548  10355879  49368486
   6.69603   6.69619    0.0143  21106648  10350479  49341086
   6.69589   6.69605    0.0143  21120448  10358879  49390486
   6.69575   6.69591    0.0143  21098048  10344479  49331886
   6.69561   6.69577    0.0143  21086748  10343579  49324286
   6.69547   6.69562    0.0143  21090748  10346779  49337486
   6.69533   6.69547    0.0143  21072148  10337779  49301886
   6.69519   6.69533    0.0143  21095848  10347979  49338686
   6.69506   6.69518    0.0143  21059548  10328879  49250786
   6.69492   6.69504    0.0143  21087548  10341879  49331286
   6.69478   6.69489    0.0143  21034248  10317679  49219186
   6.69464   6.69474    0.0143  21049348  10329479  49255086
   6.69450   6.69459    0.0143  21049048  10324479  49244486
   6.69436   6.69445    0.0143  21042148  10319579  49224886
   6.69422   6.69430    0.0143  21043348  10322979  49239086
   6.69408   6.69416    0.0143  21015948  10310279  49182686
   6.69394   6.69401    0.0143  21029448  10316479  49217086
   6.69381   6.69387    0.0143  20991848  10296879  49138786
   6.69367   6.69373    0.0143  20993148  10299279  49151786
   6.69353   6.69359    0.0143  20989848  10297479  49142086
   6.69339   6.69344    0.0143  20970648  10286479  49088586
   6.69325   6.69331    0.0143  20982648  10295479  49115786
   6.69311   6.69317    0.0143  20951748  10280879  49057986
   6.69297   6.69303    0.0143  20955548  10282379  49074986
   6.69283   6.69290    0.0143  20903948  10254179  48945186
   6.69269   6.69277    0.0143  20918248  10263979  48992186
   6.69256   6.69263    0.0143  20887548  10248179  48909486
   6.69242   6.69250    0.0143  20890348  10246379  48923786
   6.69228   6.69237    0.0143  20872248  10238879  48881186
   6.69214   6.69224    0.0143  20857248  10235079  48852586
   6.69200   6.69211    0.0143  20843048  10226579  48823786
   6.69186   6.69197    0.0143  20806948  10207679  48734686
   6.69172   6.69184    0.0143  20820448  10214379  48759786
   6.69158   6.69171    0.0143  20796748  10205479  48727586
   6.69144   6.69158    0.0143  20821748  10214679  48780686
   6.69131   6.69145    0.0143  20793348  10201479  48721086
   6.69117   6.69132    0.0143  20776948  10193279  48667186
   6.69103   6.69118    0.0143  20767348  10188079  48647786
   6.69089   6.69104    0.0143  20755848  10183879  48631786
   6.69075   6.69091    0.0143  20803048  10209679  48768386
   6.69061   6.69077    0.0143  20787848  10200279  48714186
   6.69047   6.69063    0.0143  20822848  10216579  48803286
   6.69033   6.69048    0.0143  20782848  10197779  48702786
   6.69019   6.69034    0.0143  20797948  10203379  48734886
   6.69006   6.69019    0.0143  20772648  10193379  48688886
   6.68992   6.69005    0.0143  20801548  10208279  48760486
   6.68978   6.68991    0.0143  20824448  10214679  48808686
   6.68964   6.68976    0.0143  20787148  10199879  48730686
   6.68950   6.68962    0.0143  20788548  10202579  48735286
   6.68936   6.68948    0.0143  20765848  10190779  48686486
   6.68922   6.68934    0.0143  20777348  10195379  48711186
   6.68908   6.68920    0.0143  20767548  10192179  48707386
   6.68894   6.68906    0.0143  20772548  10195279  48715886
   6.68881   6.68892    0.0143  20771748  10192679  48716086
   6.68867   6.68879    0.0143  20732448  10174779  48635586
   6.68853   6.68865    0.0143  20759548  10186979  48683886
   6.68839   6.68851    0.0143  20732348  10174979  48627386
   6.68825   6.68838    0.0143  20758148  10185879  48687286
   6.68811   6.68825    0.0143  20725248  10168879  48609086
   6.68797   6.68811    0.0143  20728948  10170579  48628986
   6.68783   6.68798    0.0143  20694548  10152979  48535386
   6.68769   6.68785    0.0143  20685748  10151579  48529686
   6.68756   6.68771    0.0143  20692348  10155879  48562586
   6.68742   6.68758    0.0143  20685548  10151679  48539286
   6.68728   6.68745    0.0143  20676448  10146479  48512786
   6.68714   6.68731    0.0143  20640248  10129679  48439086
   6.68700   6.68718    0.0143  20638248  10129879  48438786
   6.68686   6.68704    0.0143  20620148  10117979  48375486
   6.68672   6.68691    0.0143  20625048  10121679  48410086
   6.68658   6.68677    0.0143  20613848  10115879  48377086
   6.68644   6.68663    0.0143  20586748  10100879  48303086
   6.68631   6.68649    0.0143  20571648  10093779  48272286
   6.68617   6.68635    0.0143  20532048  10076379  48195786
   6.68603   6.68621    0.0143  20566648  10093779  48279586
   6.68589   6.68607    0.0143  20522048  10070379  48173086
   6.68575   6.68593    0.0143  20540448  10079779  48202886
   6.68561   6.68579    0.0143  20489148  10056379  48102086
   6.68547   6.68565    0.0143  20471748  10048279  48061286
   6.68533   6.68550    0.0143  20456148  10038779  48030886
   6.68519   6.68536    0.0143  20462048  10043479  48041786
   6.68506   6.68521    0.0143  20471848  10042979  48060886
   6.68492   6.68507    0.0143  20409348  10017279  47917286
   6.68478   6.68492    0.0143  20404348  10011279  47898586
   6.68464   6.68477    0.0143  20362448   9992179  47798286
   6.68450   6.68463    0.0143  20353248   9989159  47799186
   6.68436   6.68448    0.0143  20352648   9987639  47791486
   6.68422   6.68433    0.0143  20337248   9977879  47736486
   6.68408   6.68419    0.0143  20328648   9972899  47742086
   6.68394   6.68404    0.0143  20261548   9938689  47563486
   6.68381   6.68390    0.0143  20266148   9940839  47581986
   6.68367   6.68376    0.0143  20216748   9919229  47465886
   6.68353   6.68362    0.0143  20219848   9920679  47486486
   6.68339   6.68348    0.0143  20187548   9902979  47397386
   6.68325   6.68334    0.0143  20178848   9900699  47381986
   6.68311   6.68321    0.0143  20125648   9876259  47274586
   6.68297   6.68307    0.0143  20106948   9863089  47213886
   6.68283   6.68293    0.0143  20100248   9863599  47208486
   6.68269   6.68280    0.0143  20076748   9850119  47155186
   6.68256   6.68267    0.0143  20078248   9848229  47145586
   6.68242   6.68253    0.0143  20048648   9835939  47089286
   6.68228   6.68240    0.0143  20030448   9826739  47039686
   6.68214   6.68227    0.0143  20014748   9818989  47016786
   6.68200   6.68214    0.0143  20018748   9818299  47011786
   6.68186   6.68201    0.0143  20044248   9829589  47072686
   6.68172   6.68188    0.0143  20008848   9815969  47000086
   6.68158   6.68175    0.0143  20012548   9816029  47008586
   6.68144   6.68162    0.0143  19961648   9791399  46891286
